Water_Body,pH,Turbidity_NTU,Temperature_C,Dissolved_Oxygen_mgL,Conductivity_uS,Bacteria_CFU_100mL,Potability,Organic_Carbon_mgL,Ammonia_mgL,Nitrates_mgL,Nitrites_mgL,Sulfate_mgL,Solids_ppm
Ocean,7.32,46.36,21.6,11.44,813.9,3934.0,0,17.74,1.44,19.04,2.09,427.98,5026.68
Reservoir,8.55,28.14,13.9,6.9,1220.2,502.0,1,5.14,2.24,10.61,2.36,291.61,27905.21
Reservoir,8.47,22.51,29.0,4.45,79.1,2152.0,0,15.5,1.76,22.57,0.4,356.78,31240.92
River,8.68,39.84,29.4,7.07,637.9,516.0,0,17.08,0.96,39.56,2.78,18.25,20400.62
River,8.55,25.31,30.7,11.65,984.6,4396.0,1,0.38,3.25,27.26,2.81,480.2,9200.59
River,6.99,11.31,6.8,11.84,616.4,4444.0,0,4.11,1.09,39.32,1.08,482.57,1457.51
Ocean,7.78,49.97,7.3,3.81,1498.6,4509.0,0,6.46,3.9,9.33,0.05,464.09,24766.04
Lake,8.38,3.53,32.9,10.64,549.6,4347.0,0,18.71,3.07,25.08,0.93,478.77,20570.6
River,8.52,45.87,34.3,3.06,1042.6,511.0,1,8.17,0.32,44.56,1.23,445.92,6790.94
Ocean,7.21,9.8,7.2,3.74,1347.6,2664.0,0,11.76,3.04,28.7,1.06,196.38,29493.22
Pond,7.54,44.48,33.6,5.95,999.0,4614.0,0,3.16,4.17,33.47,0.54,308.31,38969.19
Lake,6.87,46.74,7.2,8.84,562.8,4978.0,0,11.48,0.27,4.48,0.33,59.55,11004.76
Pond,8.09,39.09,8.5,3.63,337.3,1077.0,0,15.55,4.3,32.81,1.1,153.5,34364.17
Reservoir,8.02,47.13,32.2,4.59,591.8,3206.0,0,10.68,1.57,24.55,1.02,390.58,15955.78
Reservoir,7.77,34.81,18.3,10.03,1275.4,4944.0,1,17.53,2.54,42.89,1.15,448.16,25504.98
Lake,7.88,17.81,29.5,11.04,878.4,4587.0,1,18.49,1.22,48.9,0.66,141.67,19939.21
River,8.7,45.88,10.4,6.01,1305.9,3835.0,1,7.49,3.53,49.21,2.34,447.92,35848.06
Lake,8.46,2.39,12.7,10.03,336.9,2411.0,1,2.9,4.53,21.31,1.26,248.62,34409.53
River,6.37,11.8,14.2,8.95,1371.2,4985.0,1,6.18,3.96,20.69,0.69,186.62,23190.62
Reservoir,7.93,44.03,16.4,10.96,787.7,3846.0,0,9.04,0.63,21.69,0.66,19.33,41828.25
Lake,6.48,33.19,25.0,9.26,1204.2,4153.0,0,13.44,4.48,45.95,1.02,258.32,31826.47
Lake,6.45,40.99,16.9,11.31,386.4,2033.0,1,16.58,1.15,1.23,2.75,416.37,23888.78
River,7.35,23.95,31.8,3.61,719.4,1911.0,0,2.27,1.03,13.36,1.83,314.14,44804.37
Reservoir,7.46,39.74,23.2,5.29,1107.8,2427.0,1,8.77,4.21,40.17,0.68,383.02,39563.04
Reservoir,6.31,20.08,30.3,9.16,446.8,1444.0,1,19.83,0.67,47.58,0.82,59.01,32767.14
River,7.54,13.02,6.3,5.55,211.6,3895.0,0,7.96,0.88,25.32,1.59,447.24,7852.79
River,6.53,37.23,5.0,6.09,119.3,2611.0,1,2.46,0.89,17.44,0.78,167.68,15003.39
River,7.65,10.95,16.9,8.08,1350.9,1016.0,1,14.78,1.56,37.72,0.23,178.09,10702.65
Reservoir,8.5,13.19,6.8,6.37,1064.5,239.0,0,4.24,2.51,21.26,0.04,290.81,29003.43
Reservoir,6.26,4.55,20.1,3.78,911.6,3619.0,1,7.37,2.24,17.62,2.62,86.34,812.56
Lake,7.2,31.02,24.2,7.67,671.3,4857.0,1,16.08,0.78,7.33,2.73,212.29,21755.85
Reservoir,6.7,22.08,10.5,7.34,185.0,2189.0,0,0.42,4.23,49.2,0.98,489.51,33943.55
Pond,7.72,40.03,34.1,5.19,690.3,756.0,0,13.06,3.4,10.92,2.91,337.1,21930.12
Pond,8.68,0.59,6.5,7.09,647.3,505.0,1,16.41,2.09,47.72,1.38,168.72,21135.9
River,6.59,5.11,22.9,5.53,1468.8,130.0,1,16.04,4.51,29.31,2.9,73.73,41508.48
River,8.03,34.01,33.3,3.56,96.6,4945.0,1,14.96,1.91,49.21,0.77,402.38,13246.75
River,6.28,10.57,20.9,7.23,1279.1,894.0,0,17.14,4.52,21.87,1.49,343.74,12564.43
Lake,7.64,23.05,32.5,4.41,129.7,4317.0,1,13.23,2.39,45.74,0.85,160.55,18946.01
Pond,8.03,21.6,6.4,3.38,1487.4,2126.0,0,13.26,3.05,20.31,0.87,19.26,1131.66
Pond,8.01,3.18,22.6,3.54,653.5,1413.0,1,10.23,3.27,26.26,2.62,277.34,33685.68
Reservoir,8.21,44.42,33.1,7.42,431.1,122.0,1,17.09,3.7,21.11,0.52,416.88,839.45
Pond,7.25,30.82,30.7,4.61,864.9,1184.0,0,14.65,3.42,14.64,2.1,215.17,46144.46
Reservoir,8.28,10.59,9.2,4.05,1248.6,2144.0,0,6.4,3.7,42.46,2.82,333.64,46017.01
Lake,7.42,2.88,34.9,5.5,525.7,995.0,1,6.29,0.5,8.91,1.16,421.13,33151.56
River,6.97,2.08,9.2,10.14,228.2,2042.0,0,12.72,1.49,30.72,0.95,169.94,5165.03
River,6.97,35.07,12.0,3.05,925.8,151.0,0,17.5,2.34,23.67,0.11,436.56,41613.26
Reservoir,6.53,46.42,7.9,5.49,1199.2,3541.0,1,9.2,2.18,36.42,2.86,362.21,15524.94
Ocean,8.16,38.24,24.7,7.16,575.8,389.0,0,16.07,4.97,35.31,2.64,244.3,41716.68
Reservoir,6.47,21.94,17.6,7.04,594.8,4377.0,0,3.69,0.72,44.66,2.84,172.72,35232.44
Lake,7.91,48.77,30.4,11.67,1011.2,230.0,1,6.89,2.73,21.84,2.85,164.24,40422.01
Pond,8.0,6.56,31.1,5.59,1367.3,4825.0,1,0.58,1.72,26.95,1.16,397.48,19366.16
Reservoir,6.86,9.48,10.7,10.05,165.7,1368.0,1,11.82,2.98,7.65,0.55,449.79,23276.32
Lake,7.47,41.61,18.4,7.27,199.0,3270.0,1,0.74,3.43,25.19,1.91,226.51,12526.91
River,8.01,8.38,23.8,11.45,375.5,34.0,0,9.4,2.42,20.22,2.7,388.14,31152.49
Ocean,6.0,8.02,30.0,3.49,1373.9,254.0,0,16.36,2.0,3.01,1.25,301.14,8500.99
Ocean,6.82,27.72,7.8,11.03,96.8,718.0,1,3.73,2.4,37.88,1.13,431.62,36908.15
Reservoir,7.14,41.28,26.4,5.12,1181.8,4422.0,0,10.93,0.86,48.59,1.3,151.52,17097.13
Pond,8.79,19.58,19.3,6.37,1470.1,2169.0,0,19.95,4.76,10.02,1.78,386.47,41186.46
Reservoir,7.39,25.45,19.5,11.59,1455.6,1986.0,0,19.82,2.38,30.53,0.18,82.56,23272.94
Ocean,7.52,48.07,23.3,4.76,102.4,3967.0,0,17.4,2.61,22.81,0.98,484.16,19774.68
Ocean,7.99,12.52,9.7,4.89,735.7,1239.0,0,4.21,2.75,44.3,1.59,383.5,33991.58
River,7.35,16.23,17.5,8.8,542.9,971.0,1,6.76,4.92,17.95,1.4,434.89,38458.8
Pond,7.3,12.59,31.7,3.51,814.4,2575.0,1,15.71,4.83,1.05,2.49,411.08,12457.23
Pond,8.92,24.6,30.7,10.63,662.2,336.0,0,13.65,4.39,29.84,0.45,59.83,18992.1
Ocean,8.44,11.24,9.5,8.63,1075.2,4458.0,0,8.23,1.96,39.45,2.46,185.49,15636.08
Ocean,8.11,14.07,21.8,10.9,347.5,3460.0,1,3.05,4.51,16.3,0.68,65.36,32830.35
Reservoir,7.44,46.84,34.1,4.15,1360.7,1382.0,0,11.48,1.14,30.78,0.07,107.11,9756.89
Reservoir,7.04,10.86,23.9,5.16,1396.7,1103.0,0,13.55,4.83,28.44,2.23,285.95,6234.18
River,7.78,39.12,12.7,7.5,1334.1,2329.0,1,10.71,3.84,13.08,2.26,429.95,7493.93
Ocean,7.34,22.31,7.0,7.01,1144.0,244.0,1,3.8,3.67,3.56,0.73,237.72,8092.13
Reservoir,7.4,13.63,20.8,3.96,152.5,227.0,1,19.14,3.23,31.88,0.81,284.35,3755.44
River,6.66,13.33,10.6,6.05,165.6,4159.0,0,0.69,1.02,20.56,2.13,322.71,28410.6
Pond,8.37,10.28,33.9,11.22,878.8,4492.0,0,14.51,2.94,48.61,1.12,304.43,10313.89
Ocean,8.37,22.03,25.3,8.17,142.5,1952.0,0,18.72,2.49,40.89,0.67,474.54,27070.3
Lake,6.9,16.89,32.7,11.79,727.4,119.0,1,11.5,4.18,15.63,2.88,294.02,43903.09
Ocean,6.87,23.48,27.8,7.93,958.2,4708.0,1,7.67,3.94,43.72,2.67,256.52,27004.97
Reservoir,6.83,26.82,26.0,3.58,1042.6,2138.0,1,13.0,2.46,23.8,1.79,129.78,22669.84
Ocean,6.49,0.98,20.6,5.46,1378.7,4921.0,1,5.7,2.66,38.29,0.15,85.47,12439.22
Lake,8.57,40.14,12.1,3.69,178.9,593.0,0,6.06,0.59,22.28,2.17,108.68,43355.84
Ocean,6.8,37.35,22.2,9.9,1436.0,1458.0,1,4.16,0.98,8.39,2.94,186.6,46049.62
Reservoir,8.1,16.0,28.4,8.37,1081.8,1040.0,1,5.96,4.6,13.13,0.47,192.16,37147.98
Pond,6.3,19.04,14.0,11.66,836.4,2255.0,1,6.34,2.54,2.21,0.37,462.88,3352.8
Reservoir,8.21,48.44,11.7,4.88,890.5,1078.0,1,16.38,1.1,10.59,0.73,12.71,916.81
River,6.44,37.68,8.0,9.02,60.3,4786.0,1,5.89,3.56,18.04,1.46,234.42,22263.7
Reservoir,6.48,6.84,18.6,10.04,768.9,858.0,1,3.17,4.39,23.19,1.34,303.3,46019.0
River,8.49,4.33,25.4,9.25,269.2,2834.0,1,13.46,1.94,9.89,0.67,59.32,8900.46
Ocean,6.87,48.16,5.7,5.68,624.3,4696.0,0,6.84,4.08,15.45,2.0,179.04,13539.98
River,6.52,36.01,30.8,3.86,1179.3,4533.0,1,14.6,4.16,48.75,0.22,251.6,13290.33
Ocean,7.61,45.38,20.6,8.98,222.2,2596.0,1,5.77,3.1,4.51,1.56,145.67,4208.33
River,6.22,21.92,8.8,5.53,1496.7,2739.0,1,2.69,1.65,1.95,0.82,49.05,47871.04
Reservoir,8.13,22.33,28.0,6.98,1143.1,3511.0,1,18.91,4.1,25.43,1.53,214.12,45180.72
Lake,8.52,0.61,34.6,4.66,1127.8,2179.0,1,11.28,2.68,19.91,2.13,287.15,10921.45
Ocean,6.75,49.53,28.1,4.08,1306.0,3204.0,0,5.92,0.01,36.11,2.02,453.43,43804.8
River,8.09,38.17,33.6,7.43,392.1,816.0,0,12.56,3.53,7.27,2.47,262.22,33119.48
Lake,6.16,16.52,35.0,10.92,1361.7,3458.0,0,2.01,4.82,10.08,1.59,194.97,5490.11
River,7.43,25.52,14.4,4.82,778.5,3432.0,0,3.05,2.2,5.97,2.14,175.52,7850.34
River,8.86,15.13,22.5,8.01,625.5,949.0,1,9.51,4.25,19.46,1.1,163.87,8950.03
River,7.61,4.76,18.0,3.64,621.2,856.0,0,2.3,2.77,7.46,0.86,430.79,39901.52
Reservoir,7.23,29.45,22.2,7.48,750.0,3798.0,1,5.13,2.75,13.33,2.26,210.74,38335.04
River,6.02,27.81,22.4,10.54,857.4,2998.0,1,10.6,3.13,17.1,1.27,488.95,380.02
Lake,6.77,24.94,19.8,10.96,444.4,17.0,0,5.64,3.92,22.04,0.26,320.63,24654.99
River,7.29,49.97,10.3,11.24,701.5,2757.0,1,15.84,0.35,17.59,1.19,158.08,43740.12
Pond,7.13,45.19,8.7,10.89,209.9,1985.0,0,10.35,0.45,35.15,0.27,405.86,8285.31
Ocean,7.32,31.34,20.9,10.79,632.7,3683.0,0,15.12,4.46,22.3,2.14,392.63,5183.76
Reservoir,6.07,16.01,29.2,10.16,388.9,115.0,0,12.85,2.92,0.2,0.11,70.68,10323.2
Pond,7.59,7.78,5.7,9.37,339.0,2144.0,1,12.83,2.57,25.33,2.08,315.83,18511.81
Pond,6.75,42.29,32.4,9.65,117.0,3089.0,1,17.32,0.22,8.27,1.09,44.06,15304.56
Lake,7.2,8.3,12.1,7.22,1492.5,4723.0,0,9.55,4.39,31.6,1.76,44.34,43312.47
Lake,8.66,3.4,28.6,9.24,1352.9,4595.0,1,6.97,0.25,10.33,2.07,430.21,25756.79
Reservoir,8.48,35.8,25.8,6.87,214.3,1966.0,1,18.48,4.37,23.96,1.34,360.57,14027.38
Reservoir,7.19,13.03,32.1,8.79,565.4,1523.0,1,3.08,1.33,3.73,1.35,261.87,31757.07
Ocean,6.16,44.98,17.9,10.94,1206.9,1830.0,0,3.98,1.07,13.04,2.17,431.33,42272.6
River,8.67,44.56,14.4,3.92,621.7,2898.0,0,19.87,0.35,10.12,2.2,8.47,41659.54
Reservoir,7.2,28.88,7.5,7.09,577.6,4306.0,0,2.68,0.48,45.73,2.17,426.24,21880.4
Reservoir,7.44,37.1,11.9,7.13,625.6,2486.0,1,3.04,1.68,39.03,0.31,59.87,32141.4
River,6.26,6.35,32.4,3.26,1104.2,4793.0,0,10.57,1.57,12.67,0.57,166.81,38725.47
Ocean,8.08,30.67,18.3,7.23,1187.0,4877.0,0,1.63,3.74,18.59,1.68,328.45,14447.65
Lake,8.14,25.26,5.2,8.35,769.6,4600.0,0,16.58,1.03,37.34,1.98,319.83,16357.94
Ocean,7.23,12.99,13.0,7.11,1096.3,722.0,0,1.78,1.0,30.11,2.75,232.94,5072.83
River,8.67,44.84,16.8,7.9,873.5,4463.0,0,9.39,1.79,29.74,1.98,321.23,29237.38
Lake,6.15,43.82,5.4,8.54,1152.8,4051.0,1,10.28,2.72,4.8,1.59,364.3,5346.33
Lake,6.92,41.05,34.7,9.19,211.3,3151.0,0,9.3,3.42,21.26,2.91,208.89,13299.84
Lake,6.62,43.73,28.1,8.59,1286.1,3472.0,1,17.13,3.25,13.55,1.87,337.06,10285.79
Ocean,8.09,46.67,17.3,9.38,1103.8,2530.0,1,15.88,0.99,43.76,1.23,274.34,32436.44
River,6.61,28.17,17.7,8.55,1057.8,4456.0,1,12.24,0.94,37.13,0.93,252.56,40222.85
Ocean,8.11,26.14,18.5,8.3,1327.7,1149.0,0,4.23,1.36,23.94,1.84,228.92,23312.95
Ocean,8.39,47.29,11.4,5.38,1490.7,218.0,1,12.33,1.02,14.34,2.5,258.22,21391.05
Pond,8.35,44.72,12.8,6.18,1090.4,1426.0,1,0.56,2.31,29.88,2.95,153.13,19491.32
Reservoir,6.08,29.58,24.0,6.88,1247.5,1134.0,0,16.48,4.64,23.13,0.11,293.5,723.99
Ocean,8.79,6.92,22.9,5.12,569.4,2948.0,0,8.6,0.75,24.05,2.86,391.95,31161.01
Pond,8.14,38.1,19.9,8.45,811.5,2791.0,0,2.76,3.94,8.77,2.55,107.94,43642.07
River,8.44,9.1,7.9,11.15,108.0,2005.0,1,0.18,1.17,14.64,0.18,67.0,21573.68
Pond,7.94,42.92,8.2,7.56,1477.5,4942.0,1,12.59,2.11,4.44,0.87,422.36,34652.51
Ocean,7.59,35.07,31.4,6.54,1316.8,3095.0,0,16.25,4.64,4.54,2.94,251.22,36473.92
River,7.93,27.21,8.3,9.43,761.7,38.0,0,7.47,3.98,31.64,2.81,131.53,46125.68
Pond,7.08,47.62,8.6,5.83,739.9,3638.0,0,2.42,1.53,42.67,0.92,95.33,45874.5
Ocean,7.37,33.48,18.0,10.52,1082.4,49.0,0,3.85,0.05,23.02,1.59,245.91,46869.97
River,8.14,11.87,13.3,4.12,585.9,3037.0,0,12.44,3.19,22.1,2.44,183.98,17789.27
River,8.0,13.71,21.3,3.62,605.9,1538.0,1,9.26,3.22,26.71,0.22,400.92,32587.94
Reservoir,7.78,9.12,30.9,9.69,204.5,4979.0,0,10.72,1.68,20.36,1.84,399.63,11376.83
Ocean,6.15,44.36,33.6,6.26,622.2,1567.0,0,3.41,2.18,15.75,1.0,392.84,35519.2
Reservoir,6.86,14.56,7.6,11.08,94.9,384.0,0,1.02,2.37,24.96,1.96,196.88,12723.95
River,7.81,47.76,26.7,11.21,838.5,3374.0,1,10.72,1.02,20.6,0.41,26.69,43390.27
River,7.39,23.11,28.9,8.48,341.0,1885.0,1,14.17,0.55,17.47,0.01,53.16,3239.78
Pond,7.01,43.23,19.1,7.52,237.1,291.0,1,15.85,2.06,35.78,0.94,374.11,41493.81
Reservoir,8.15,22.36,19.7,8.17,1271.8,3158.0,0,12.88,3.89,27.74,0.03,366.7,26544.57
Lake,7.16,47.91,13.2,3.44,1123.0,775.0,1,6.89,0.6,10.44,1.77,353.9,43505.57
Ocean,8.73,39.46,5.3,11.23,429.0,3.0,1,2.92,3.13,49.61,2.1,453.15,47942.11
Reservoir,7.6,46.89,17.9,4.78,1029.8,1664.0,1,7.13,1.92,2.29,2.01,203.1,4387.89
River,7.45,41.39,30.1,9.92,752.8,4579.0,1,18.95,1.39,36.02,2.58,368.5,10105.99
Pond,7.01,33.68,8.6,11.21,814.8,1808.0,1,19.65,1.04,0.99,0.53,71.53,37694.05
Ocean,6.4,44.83,32.7,5.48,115.8,4104.0,1,10.02,3.16,42.4,2.55,305.45,17179.1
Ocean,6.03,5.42,12.4,4.14,569.3,1657.0,0,8.1,2.83,6.22,2.82,28.41,12800.48
Pond,8.03,21.41,6.9,6.48,1240.8,2998.0,0,5.68,1.51,17.85,2.4,44.79,48749.2
River,6.2,22.83,32.0,3.31,758.0,355.0,1,7.63,2.88,43.28,0.86,26.37,21281.77
Lake,6.98,42.84,26.2,8.12,220.9,3798.0,1,5.7,0.66,5.94,1.74,329.62,32174.59
Pond,8.63,27.55,24.8,3.87,363.8,2303.0,0,17.39,1.87,46.93,0.38,342.74,3587.04
Lake,7.43,26.75,24.8,11.19,359.7,4342.0,1,16.67,2.99,36.64,1.03,90.88,6321.43
Reservoir,8.65,14.39,31.0,6.69,825.0,4675.0,1,13.64,1.01,36.19,0.88,42.5,32357.68
Ocean,6.18,27.51,25.0,9.24,823.4,2301.0,0,8.73,2.6,1.14,2.58,319.81,8559.68
River,8.53,45.67,8.0,6.78,643.2,2734.0,1,7.78,1.95,10.42,0.97,301.19,295.04
Lake,8.79,39.73,23.7,10.66,609.4,9.0,1,15.63,1.39,7.28,1.79,82.4,17638.35
River,8.74,37.28,19.6,9.16,933.4,4877.0,1,2.85,4.6,41.82,1.18,231.63,6935.56
Reservoir,7.01,34.78,23.3,9.3,778.0,3659.0,1,15.36,1.67,1.1,2.21,165.1,5778.23
Lake,6.29,20.63,25.8,8.19,949.2,1209.0,1,0.99,0.73,17.87,2.34,447.85,46673.3
River,8.75,39.95,30.1,7.58,450.0,4062.0,1,1.26,1.8,5.16,2.09,392.43,8564.11
River,6.47,16.37,30.9,3.84,207.0,3755.0,0,17.66,4.82,8.63,1.16,177.35,23563.28
Reservoir,7.64,42.18,22.4,5.69,780.3,2256.0,1,11.42,0.26,48.87,2.16,20.44,16071.12
Pond,7.22,48.19,16.1,3.28,571.9,3728.0,1,1.07,2.54,5.99,1.48,322.24,3313.18
Reservoir,8.87,16.67,32.6,3.39,563.1,343.0,0,9.51,0.79,14.04,0.3,442.09,38652.23
Lake,7.25,36.65,13.9,5.58,437.6,4467.0,1,14.75,2.78,10.12,0.24,211.29,44599.39
Lake,7.11,44.45,7.4,10.94,1309.7,3459.0,0,2.64,1.9,9.04,1.49,119.16,14361.93
Ocean,7.76,26.87,28.9,9.88,312.8,4122.0,1,8.64,0.1,48.42,1.82,301.15,4237.53
River,7.58,39.61,12.7,4.49,605.7,3062.0,0,16.7,0.09,20.53,1.07,128.98,10453.71
Lake,7.36,30.49,34.8,6.81,54.3,4195.0,1,11.06,4.7,14.59,0.17,271.67,43832.76
Pond,7.51,43.23,12.8,6.11,1073.0,778.0,1,4.81,3.47,17.12,2.42,83.61,27638.94
Pond,6.3,44.14,28.8,7.89,1153.4,720.0,0,8.3,0.97,18.2,0.17,123.34,40585.56
Reservoir,8.8,32.5,9.3,10.88,411.7,3372.0,0,4.17,3.55,33.97,2.35,260.41,24272.67
Lake,6.75,13.29,8.1,11.19,1306.2,2429.0,0,11.6,1.23,11.29,2.86,229.54,7845.57
Lake,7.71,30.82,11.8,9.3,192.0,3025.0,0,13.28,1.08,20.24,0.72,452.61,46214.47
Ocean,6.11,15.04,33.6,5.8,559.8,1255.0,0,16.9,1.89,37.31,2.49,286.63,40582.43
Ocean,6.89,1.59,26.3,7.39,593.5,4463.0,1,3.99,0.05,0.14,0.63,46.7,42428.37
Ocean,8.07,49.62,9.5,12.0,675.5,3489.0,0,10.84,4.92,5.94,2.56,32.15,19997.61
Lake,7.37,22.41,8.5,5.93,1079.7,1283.0,1,19.32,2.68,0.33,0.04,182.6,31316.99
Reservoir,8.19,23.27,13.4,4.49,1070.5,1917.0,0,19.82,2.13,18.68,0.73,116.89,43708.06
Reservoir,6.47,27.61,13.3,6.06,271.6,912.0,1,5.28,3.09,9.94,2.95,135.75,35187.06
Reservoir,8.96,37.95,30.6,10.49,304.7,877.0,0,19.89,0.56,28.91,0.77,490.22,27549.31
Reservoir,7.34,37.99,16.2,5.52,543.9,3044.0,1,11.72,2.45,38.77,0.49,418.24,41651.59
Pond,7.62,27.87,27.2,9.45,1111.4,3571.0,1,1.17,1.71,13.96,2.9,326.09,1551.76
Lake,6.77,40.75,18.4,8.08,146.0,3665.0,0,13.24,2.69,2.54,2.83,344.41,6861.01
River,7.02,11.0,20.2,9.24,376.5,3235.0,1,13.89,3.39,18.74,2.42,103.45,15823.44
Lake,7.96,42.52,10.6,8.5,967.5,1914.0,0,1.11,4.0,27.07,0.26,255.4,17211.5
Reservoir,7.03,6.35,5.6,8.77,902.1,4443.0,0,2.45,4.62,28.53,0.42,441.66,38235.22
Pond,8.16,32.97,19.0,4.69,674.8,224.0,1,19.46,1.62,14.35,0.64,56.4,29227.91
Pond,6.86,0.98,14.8,11.92,878.7,2245.0,1,9.54,2.94,11.22,1.33,160.75,36728.86
Lake,8.3,49.44,34.6,7.03,1135.4,3950.0,1,4.23,2.23,34.9,2.24,197.84,1709.02
River,8.02,32.39,10.0,10.15,503.5,3492.0,1,4.27,1.22,48.41,2.3,230.1,42685.94
Reservoir,6.64,45.97,7.8,8.47,1181.7,3075.0,0,14.48,1.86,20.48,0.56,11.84,30650.0
Pond,6.15,28.51,15.4,3.66,1334.1,4112.0,0,12.47,3.51,25.56,2.52,16.37,40363.13
Reservoir,8.79,49.73,14.3,7.13,965.8,3483.0,0,13.3,2.42,14.36,0.15,324.0,24201.44
Reservoir,6.71,27.08,20.9,10.11,574.7,390.0,1,12.15,3.64,13.96,0.68,37.16,29763.58
Reservoir,7.73,21.27,13.3,11.13,1289.6,4760.0,1,19.11,0.22,36.29,2.81,311.14,27612.19
Ocean,6.89,37.95,20.3,7.42,1367.6,1082.0,1,3.01,4.17,1.65,2.02,440.94,11965.05
Reservoir,7.97,5.66,12.6,8.02,493.0,3993.0,0,18.52,2.9,40.82,2.96,297.51,27199.21
Reservoir,8.1,13.39,34.7,3.39,164.4,2980.0,1,1.41,3.59,24.79,0.69,300.03,39376.62
River,6.22,28.37,18.8,8.89,121.4,1422.0,0,18.37,1.63,39.02,2.8,324.57,30361.63
River,6.15,20.55,26.0,6.63,492.5,299.0,1,10.79,1.14,26.11,2.01,75.67,17915.91
Ocean,8.97,24.74,27.9,3.24,373.8,4191.0,1,0.86,2.13,18.76,1.97,290.46,15825.82
Ocean,8.3,42.76,33.8,7.64,528.5,1536.0,0,0.79,2.05,40.61,1.71,217.46,20467.01
Reservoir,6.78,10.21,19.0,9.13,650.1,2115.0,1,9.96,1.85,33.49,2.72,132.38,48847.01
Pond,7.47,6.04,26.3,6.48,1368.3,3691.0,0,18.09,2.6,29.94,2.17,49.84,43746.05
Pond,8.87,23.66,5.6,3.79,796.1,4320.0,0,2.39,1.89,10.54,1.57,232.31,30059.79
Lake,7.63,11.32,22.3,9.64,1074.9,4480.0,0,2.0,1.86,3.08,2.51,394.53,4011.78
Pond,7.26,1.4,27.2,5.94,1188.8,1879.0,0,17.72,3.94,26.29,0.08,311.84,13058.95
Pond,6.11,35.94,28.6,8.13,1090.8,2374.0,0,4.98,2.23,38.96,1.61,359.68,31289.38
River,7.75,21.71,5.1,4.99,698.5,4542.0,0,8.37,1.77,30.06,0.02,302.97,39629.61
Lake,8.64,35.94,23.6,11.7,1229.1,2810.0,0,10.44,0.71,20.57,0.58,6.02,19723.99
Lake,7.63,10.69,26.6,5.43,756.4,4489.0,0,4.12,3.58,10.44,2.19,391.98,24907.05
River,8.35,15.48,30.3,4.79,1455.1,4182.0,1,0.99,1.96,27.65,2.03,267.95,42379.49
Pond,8.66,32.8,22.6,11.88,1365.6,2991.0,1,17.38,1.81,37.13,2.11,253.43,5694.88
Pond,7.22,33.79,19.9,11.18,451.3,1992.0,0,10.39,1.84,6.89,0.47,54.74,6951.56
Lake,7.23,37.53,8.7,4.26,176.4,419.0,0,3.92,2.8,1.39,1.69,119.81,4701.03
Pond,8.76,5.65,17.0,9.2,998.0,3921.0,1,2.75,2.77,28.81,0.42,21.33,21535.28
Lake,7.02,41.27,25.0,6.26,329.6,4569.0,1,13.11,3.78,9.22,1.07,405.76,38747.8
Pond,7.98,29.65,31.4,11.95,1023.2,1973.0,0,14.78,0.71,47.44,2.96,226.92,45558.71
Reservoir,7.86,6.42,6.8,8.57,97.2,3616.0,1,14.59,3.15,15.39,1.92,232.58,46424.21
River,7.46,22.21,5.4,5.89,858.4,2834.0,1,3.5,1.36,18.53,2.33,116.48,18956.68
Ocean,7.93,19.24,27.6,9.67,433.2,4990.0,1,9.31,4.7,5.9,2.56,101.17,48738.78
Reservoir,8.11,8.97,14.5,8.98,1097.0,4949.0,0,19.81,4.51,12.24,0.41,86.92,3418.4
Pond,8.77,43.62,12.9,8.02,305.5,1367.0,1,6.94,2.35,5.38,1.8,60.09,43598.29
Ocean,8.4,27.96,23.8,11.37,598.9,3016.0,0,6.97,2.22,23.3,2.27,238.67,41409.14
Reservoir,7.07,23.15,22.4,5.57,1021.4,1291.0,1,9.37,1.57,26.44,0.41,261.69,47029.48
River,7.3,8.91,21.9,6.66,528.6,2939.0,1,11.51,3.01,25.05,2.41,117.2,42335.52
Ocean,8.71,30.47,24.8,9.07,528.5,1321.0,0,17.62,1.08,0.64,1.86,192.43,3896.99
Ocean,6.81,6.58,27.9,7.44,677.2,3943.0,0,10.91,4.78,44.95,0.68,441.95,27203.78
River,6.97,26.65,18.9,11.51,133.6,2399.0,0,8.92,0.66,27.3,1.23,480.0,30068.6
Reservoir,8.07,16.2,8.3,5.67,437.8,3476.0,0,2.15,2.43,46.02,0.83,32.18,12784.47
Ocean,6.33,29.12,29.8,3.46,962.3,3597.0,1,9.21,3.45,2.82,0.8,497.35,13988.96
River,8.36,34.2,24.2,7.07,1263.3,4467.0,0,5.07,1.12,16.11,0.63,442.45,42285.29
Reservoir,8.85,47.39,31.1,5.82,1012.7,4120.0,1,11.68,1.08,0.87,0.26,252.92,9745.09
Pond,7.93,30.78,24.3,10.89,766.7,4348.0,0,7.51,2.78,31.75,2.65,164.36,14052.59
Lake,6.22,17.23,8.0,10.6,930.5,2370.0,0,6.41,2.01,49.26,2.14,49.8,4241.6
Pond,6.72,41.97,8.5,7.74,288.1,1619.0,0,12.56,2.12,15.81,0.68,269.64,19660.36
Pond,6.29,34.19,10.5,7.09,270.1,3363.0,1,7.23,1.05,38.01,0.67,367.69,10480.16
Lake,6.93,21.17,16.5,3.22,875.8,2150.0,1,14.25,4.89,38.83,2.49,354.89,29364.1
Pond,8.82,3.24,14.7,11.13,400.2,3299.0,0,14.15,2.16,15.63,0.03,105.2,39924.27
